Unnamed: 0,country,designation,points,price,title,variety,winery
9628,Chile,Puerto Viejo Single Vineyard Reserve Estate Bottled,85,10.0,Viña Requingua 2012 Puerto Viejo Single Vineyard Reserve Estate Bottled Pinot Noir (Maule Valley),Pinot Noir,Viña Requingua
9629,US,,85,13.0,Kirkland Signature 2013 Pinot Noir (Russian River Valley),Pinot Noir,Kirkland Signature
9630,US,Stagecoach Vineyard,85,85.0,Krupp Brothers 2009 Stagecoach Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Krupp Brothers
9631,Chile,Coastal Cool Climate Single Vineyard,85,18.0,Lomas del Valle 2013 Coastal Cool Climate Single Vineyard Malbec (Casablanca Valley),Malbec,Lomas del Valle
9632,France,Le Puy Ferrand Sur Lie,85,13.0,Marquis de Goulaine 2013 Le Puy Ferrand Sur Lie  (Muscadet Sèvre et Maine),Melon,Marquis de Goulaine
9633,Italy,Sjre,85,20.0,Mocavero 2013 Sjre Negroamaro (Salento),Negroamaro,Mocavero
9634,US,Red Cloud,85,25.0,Wild Coyote 2012 Red Cloud Syrah (Paso Robles),Syrah,Wild Coyote
9635,US,Caliche Lake Vineyard,85,10.0,For a Song 2012 Caliche Lake Vineyard Chardonnay (Columbia Valley (WA)),Chardonnay,For a Song
9636,France,Petit Jammes,85,17.0,Georges Vigouroux 2012 Petit Jammes Malbec (Cahors),Malbec,Georges Vigouroux
9637,US,,85,10.0,Leaping Horse 2013 Merlot (California),Merlot,Leaping Horse
9638,US,Block E,85,40.0,Macari 2010 Block E White (North Fork of Long Island),White Blend,Macari
9639,US,Estate Grown,85,18.0,Cline 2012 Estate Grown Pinot Noir (Sonoma Coast),Pinot Noir,Cline
9640,US,,85,18.0,Coeur d'Alene 2013 Chenin Blanc (Washington),Chenin Blanc,Coeur d'Alene
9641,France,Cuvée DA,85,12.0,Danielle de l'Ansée 2013 Cuvée DA Sauvignon Blanc (Touraine),Sauvignon Blanc,Danielle de l'Ansée
9642,France,Spring,85,20.0,Domaine Vincent Carême 2013 Spring  (Vouvray),Chenin Blanc,Domaine Vincent Carême
9643,Chile,Los Vascos Cabernet Sauvignon,85,13.0,Domaines Barons de Rothschild (Lafite) 2014 Los Vascos Cabernet Sauvignon Rosé (Colchagua Valley),Rosé,Domaines Barons de Rothschild (Lafite)
9644,Chile,Reserva,85,9.0,Echeverria 2014 Reserva Sauvignon Blanc (Curicó Valley),Sauvignon Blanc,Echeverria
9645,US,Late Harvest,85,35.0,Jamesport 2010 Late Harvest Riesling (North Fork of Long Island),Riesling,Jamesport
9646,US,A Day's Work Estate Grown,85,26.0,Stemilt Creek 2010 A Day's Work Estate Grown Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Stemilt Creek
9647,US,Boss Lady Estate Grown,85,24.0,Stemilt Creek 2010 Boss Lady Estate Grown Red (Columbia Valley (WA)),Red Blend,Stemilt Creek
9648,Chile,Petirrojo Reserva,85,8.0,Viña Bisquertt 2014 Petirrojo Reserva Sauvignon Blanc (Colchagua Valley),Sauvignon Blanc,Viña Bisquertt
9649,South Africa,,85,14.0,Beau Joubert 2013 Sauvignon Blanc (Stellenbosch),Sauvignon Blanc,Beau Joubert
9650,Chile,Reserva,85,15.0,Casas del Bosque 2012 Reserva Pinot Noir (Casablanca Valley),Pinot Noir,Casas del Bosque
9651,US,Melville Vineyard,91,64.0,Foxen 2013 Melville Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Foxen
9652,Italy,Muntacc,90,24.0,La Prevostura 2010 Muntacc Red (Coste della Sesia),Red Blend,La Prevostura
9653,Spain,Reserva,90,40.0,Lecco 2009 Reserva  (Ribera del Duero),Tempranillo,Lecco
9654,Italy,Riserva,90,105.0,Marchesi di Barolo 2008 Riserva  (Barolo),Nebbiolo,Marchesi di Barolo
9655,Italy,Serragrilli,90,80.0,Marchesi di Barolo 2012 Serragrilli  (Barbaresco),Nebbiolo,Marchesi di Barolo
9656,US,,90,28.0,Merryvale 2014 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Merryvale
9657,Portugal,Casa Velha Colheita Seleccionada,90,33.0,Adega de Favaios 2012 Casa Velha Colheita Seleccionada Red (Douro),Portuguese Red,Adega de Favaios
9658,US,Juel,90,37.0,Antiquum Farm 2013 Juel Pinot Noir (Willamette Valley),Pinot Noir,Antiquum Farm
9659,US,Estate,90,28.0,Bethel Heights 2013 Estate Chardonnay (Eola-Amity Hills),Chardonnay,Bethel Heights
9660,US,Wirtz Vineyard,90,32.0,Big Table Farm 2014 Wirtz Vineyard Pinot Gris (Willamette Valley),Pinot Gris,Big Table Farm
9661,Italy,Brandini,90,,Brandini 2011 Brandini  (Barolo),Nebbiolo,Brandini
9662,Italy,,90,25.0,Cascina delle Rose 2013  Barbera d'Alba,Barbera,Cascina delle Rose
9663,US,Estate Grown,90,40.0,Chamisal Vineyards 2013 Estate Grown Pinot Noir (Edna Valley),Pinot Noir,Chamisal Vineyards
9664,US,,90,15.0,Château Bianca 2014 Gewürztraminer (Willamette Valley),Gewürztraminer,Château Bianca
9665,France,Gouttes de Soleil,90,,Château de Gayon 2010 Gouttes de Soleil  (Pacherenc du Vic Bilh),Gros and Petit Manseng,Château de Gayon
9666,US,Terra de Promissio,90,70.0,Della 2013 Terra de Promissio Pinot Noir (Sonoma Coast),Pinot Noir,Della
9667,Portugal,Alambre,90,16.0,José Maria da Fonseca 2010 Alambre  (Moscatel de Setúbal),Moscatel,José Maria da Fonseca
9668,Portugal,Periquita Reserva,90,16.0,José Maria da Fonseca 2013 Periquita Reserva Red (Península de Setúbal),Portuguese Red,José Maria da Fonseca
9669,Italy,Pallaretta,90,,Le Strette 2011 Pallaretta  (Barolo),Nebbiolo,Le Strette
9670,Spain,Art,90,55.0,Luna Beberide 2012 Art Mencía (Bierzo),Mencía,Luna Beberide
9671,Portugal,Maria Mora Enamorada,90,100.0,Magnum Vinhos 2012 Maria Mora Enamorada Red (Alentejano),Portuguese Red,Magnum Vinhos
9672,Spain,Reserva,90,35.0,Rioja Vega 2010 Reserva  (Rioja),Tempranillo Blend,Rioja Vega
9673,Israel,Special Reserve,90,20.0,Segal's 2012 Special Reserve Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Segal's
9674,Israel,Secret Reserve,90,40.0,Shiloh Winery 2012 Secret Reserve Cabernet Sauvignon (Judean Hills),Cabernet Sauvignon,Shiloh Winery
9675,Italy,Riserva,90,60.0,Travaglini 2009 Riserva  (Gattinara),Nebbiolo,Travaglini
9676,Italy,,90,30.0,Travaglini 2010  Gattinara,Nebbiolo,Travaglini
9677,Germany,Bernkasteler Badstube Kabinett,90,18.0,Dr. Heidemanns-Bergweiler 2014 Bernkasteler Badstube Kabinett Riesling (Mosel),Riesling,Dr. Heidemanns-Bergweiler
9678,US,DCV Estate Block 10,90,30.0,Dry Creek Vineyard 2013 DCV Estate Block 10 Chardonnay (Russian River Valley),Chardonnay,Dry Creek Vineyard
9679,US,,90,70.0,Wedell Cellars 2012 Chardonnay (Sta. Rita Hills),Chardonnay,Wedell Cellars
9680,US,Maresh Vineyard,90,48.0,Winderlea 2013 Maresh Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Winderlea
9681,Greece,,87,43.0,Claudia Papayianni 2006 Red (Macedonia),Red Blend,Claudia Papayianni
9682,Spain,Finca Resalso,87,15.0,Emilio Moro 2008 Finca Resalso  (Ribera del Duero),Tinto Fino,Emilio Moro
9683,Italy,,87,20.0,Fattoria dei Barbi 2008  Rosso di Montalcino,Sangiovese Grosso,Fattoria dei Barbi
9684,Australia,Morse Code,87,9.0,Henry's Drive Vignerons 2009 Morse Code Chardonnay (Padthaway),Chardonnay,Henry's Drive Vignerons
9685,US,Envy Estate Vineyard,86,45.0,Envy 2007 Envy Estate Vineyard Petite Sirah (Napa Valley),Petite Sirah,Envy
9686,Argentina,Reserve,86,15.0,Finca Sophenia 2008 Reserve Merlot (Tupungato),Merlot,Finca Sophenia
9687,Argentina,Broquel,86,17.0,Trapiche 2008 Broquel Malbec (Mendoza),Malbec,Trapiche
9688,Argentina,Broquel,86,15.0,Trapiche 2009 Broquel Chardonnay (Mendoza),Chardonnay,Trapiche
9689,Argentina,Oak Cask,86,12.0,Trapiche 2009 Oak Cask Chardonnay (Mendoza),Chardonnay,Trapiche
9690,Argentina,Reserve,86,11.0,Trivento 2008 Reserve Syrah (Mendoza),Syrah,Trivento
9691,US,LEHM,86,20.0,Vin du Lac 2008 LEHM Sauvignon Blanc (Chelan County),Sauvignon Blanc,Vin du Lac
9692,Spain,Corpus del Muni Roble,86,20.0,Bodegas del Muni 2008 Corpus del Muni Roble Red (Vino de la Tierra de Castilla),Tempranillo Blend,Bodegas del Muni
9693,Spain,Glorioso Crianza,86,13.0,Bodegas Palacio 2006 Glorioso Crianza  (Rioja),Tempranillo,Bodegas Palacio
9694,Spain,,86,8.0,Capa 2008 Tempranillo (Vino de la Tierra de Castilla),Tempranillo,Capa
9695,US,Barrel Select,86,35.0,Domaine Pouillon 2007 Barrel Select Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Domaine Pouillon
9696,Portugal,Barco Negro,86,13.0,J. & F. Lurton 2008 Barco Negro Red (Douro),Portuguese Red,J. & F. Lurton
9697,Australia,Vision,86,12.0,Nugan Family Estates 2008 Vision Cabernet Sauvignon (Riverina),Cabernet Sauvignon,Nugan Family Estates
9698,Spain,Urban Ribera,86,14.0,O. Fournier 2008 Urban Ribera  (Ribera del Duero),Tinto del Pais,O. Fournier
9699,Spain,Azagador Viñedos Propios Crianza,86,10.0,Pago de la Jaraba 2007 Azagador Viñedos Propios Crianza Red (La Mancha),Tempranillo Blend,Pago de la Jaraba
9700,Portugal,Bridão Classico,86,8.0,Adega Cooperativa do Cartaxo 2007 Bridão Classico Red (Ribatejo),Portuguese Red,Adega Cooperativa do Cartaxo
9701,Spain,Finca la Moneda,86,40.0,Alzania 2004 Finca la Moneda Red (Navarra),Red Blend,Alzania
9702,France,,86,,Barton & Guestier 2008  Beaujolais-Villages,Gamay,Barton & Guestier
9703,Spain,Castillo de Jumilla,86,10.0,Bodegas Bleda 2008 Castillo de Jumilla Monastrell (Jumilla),Monastrell,Bodegas Bleda
9704,Argentina,Vineyard Selection,90,50.0,Matias Riccitelli 2012 Vineyard Selection Malbec (Mendoza),Malbec,Matias Riccitelli
9705,US,Scarlett Estate Grown,90,50.0,McGah Family 2012 Scarlett Estate Grown Petit Verdot (Rutherford),Petit Verdot,McGah Family
9706,Italy,Asili,90,90.0,Michele Chiarlo 2012 Asili  (Barbaresco),Nebbiolo,Michele Chiarlo
9707,Portugal,,90,,Monte da Ravasqueira 2013 Red (Alentejano),Portuguese Red,Monte da Ravasqueira
9708,US,Estate,90,21.0,Naggiar 2014 Estate Viognier (Sierra Foothills),Viognier,Naggiar
9709,Italy,Silenzi,90,15.0,Pala 2014 Silenzi Red (Isola dei Nuraghi),Red Blend,Pala
9710,Italy,Bricco San Giuliano,90,38.0,Pasquale Pelissero 2012 Bricco San Giuliano  (Barbaresco),Nebbiolo,Pasquale Pelissero
9711,Italy,Nervo Vigna Giaia Riserva,90,50.0,Piazzo Armando 2010 Nervo Vigna Giaia Riserva  (Barbaresco),Nebbiolo,Piazzo Armando
9712,US,Barrel Select,90,47.0,Provenance Vineyards 2012 Barrel Select Cabernet Sauvignon (Rutherford),Cabernet Sauvignon,Provenance Vineyards
9715,Portugal,Casaboa Reserva,90,39.0,Quinta da Casaboa 2011 Casaboa Reserva Touriga Nacional (Lisboa),Touriga Nacional,Quinta da Casaboa
9716,Portugal,,90,,Quinta de Lourosa 2014 Alvarinho (Minho),Alvarinho,Quinta de Lourosa
9717,US,Vox Poluli,90,50.0,Rasa 2013 Vox Poluli Mourvèdre (Walla Walla Valley (OR)),Mourvèdre,Rasa
9718,US,,90,40.0,Renwood 2012 Syrah (Amador County),Syrah,Renwood
9719,US,Mesa,90,48.0,Riverbench 2013 Mesa Pinot Noir (Santa Maria Valley),Pinot Noir,Riverbench
9720,US,,90,15.0,Roth 2013 Sauvignon Blanc (Alexander Valley),Sauvignon Blanc,Roth
9721,US,Fighting Brothers Cuvée,90,38.0,Saxon Brown 2010 Fighting Brothers Cuvée Zinfandel (Sonoma Valley),Zinfandel,Saxon Brown
9722,US,,90,48.0,Steven Kent 2012 Cabernet Sauvignon (Livermore Valley),Cabernet Sauvignon,Steven Kent
9723,US,,90,24.0,Watermill 2012 Syrah (Walla Walla Valley (OR)),Syrah,Watermill
9724,US,45th Anniversary Reserve,90,70.0,ZD 2013 45th Anniversary Reserve Chardonnay (Carneros),Chardonnay,ZD
9725,US,,90,30.0,Valdez 2012 Zinfandel (Sonoma County),Zinfandel,Valdez
9726,Argentina,Las Compuertas,90,30.0,Viña Alicia 2010 Las Compuertas Malbec (Luján de Cuyo),Malbec,Viña Alicia
9727,US,Stoney Vine Vineyard,90,45.0,W.T. Vintners 2013 Stoney Vine Vineyard Syrah (Walla Walla Valley (OR)),Syrah,W.T. Vintners
9728,Portugal,Vinhas Velhas Branco,90,,1912 Winemakers 2011 Vinhas Velhas Branco White (Douro),Portuguese White,1912 Winemakers
9729,US,Version White Anna's Vineyard,90,35.0,Adelaida 2013 Version White Anna's Vineyard White (Adelaida District),Rhône-style White Blend,Adelaida
9730,Italy,Sanadaive,90,,Adriano Marco & Vittorio 2012 Sanadaive  (Barbaresco),Nebbiolo,Adriano Marco & Vittorio
9731,Italy,Ronchi,90,50.0,Albino Rocca 2012 Ronchi  (Barbaresco),Nebbiolo,Albino Rocca
9732,US,,90,40.0,Amici 2013 Sauvignon Blanc (Spring Mountain District),Sauvignon Blanc,Amici
9733,Portugal,Quinta da Aveleda Estate Bottled,90,9.0,Aveleda 2014 Quinta da Aveleda Estate Bottled White (Vinho Verde),Portuguese White,Aveleda
9734,Italy,Vigna Farsina,89,65.0,I Sodi 2011 Vigna Farsina Sangiovese (Toscana),Sangiovese,I Sodi
9735,Italy,,89,20.0,Abbazia di Novacella 2015 Lagrein (Alto Adige),Lagrein,Abbazia di Novacella
9736,US,The Eagle Rock,89,28.0,Adler Fels 2014 The Eagle Rock Pinot Noir,Pinot Noir,Adler Fels
9737,Italy,Rosé,89,30.0,Altemasi NV Rosé Sparkling (Trento),Sparkling Blend,Altemasi
9738,Argentina,Año Cero,89,19.0,Altocedro 2015 Año Cero Cabernet Sauvignon (La Consulta),Cabernet Sauvignon,Altocedro
9739,US,Nemesis,89,35.0,Anthony Nappa 2014 Nemesis Pinot Noir (North Fork of Long Island),Pinot Noir,Anthony Nappa
9740,Italy,,89,16.0,Balestri Valda 2015  Soave Classico,Garganega,Balestri Valda
9741,Italy,,89,80.0,Banfi 2012  Brunello di Montalcino,Sangiovese,Banfi
9742,South Africa,The Old Orchards,89,17.0,Bellingham 2015 The Old Orchards Chenin Blanc (Paarl),Chenin Blanc,Bellingham
9743,US,Sawmill Creek Vineyard Dry,89,22.0,Bellwether 2014 Sawmill Creek Vineyard Dry Riesling (Finger Lakes),Riesling,Bellwether
9744,Argentina,Monteagrelo,89,27.0,Bressia 2014 Monteagrelo Syrah (Mendoza),Syrah,Bressia
9745,Italy,,89,,Cantina Produttori San Michele Appiano 2015 Pinot Grigio (Alto Adige),Pinot Grigio,Cantina Produttori San Michele Appiano
9746,Israel,Admon Vineyard,89,35.0,Carmel 2013 Admon Vineyard Cabernet Sauvignon (Galilee),Cabernet Sauvignon,Carmel
9747,US,Malibu Estate,89,100.0,Cielo 2012 Malibu Estate Syrah (Saddle Rock-Malibu),Syrah,Cielo
9748,Israel,,89,17.0,Recanati 2014 Chardonnay (Upper Galilee),Chardonnay,Recanati
9749,Portugal,Reserva Branco,89,19.0,Roquevale 2014 Reserva Branco White (Alentejo),Portuguese White,Roquevale
9751,Argentina,,89,58.0,San Pedro de Yacochuya 2008 Malbec (Cafayate),Malbec,San Pedro de Yacochuya
9752,US,Doyle Fournier Vineyard,89,26.0,Silver Thread 2015 Doyle Fournier Vineyard Riesling (Seneca Lake),Riesling,Silver Thread
9753,US,Old West Block,89,22.0,Standing Stone 2015 Old West Block Riesling (Finger Lakes),Riesling,Standing Stone
9754,Italy,,89,60.0,Tassi 2012  Brunello di Montalcino,Sangiovese,Tassi
9755,Italy,Linticlarus Riserva,89,40.0,Tiefenbrunner 2014 Linticlarus Riserva Pinot Nero (Alto Adige),Pinot Nero,Tiefenbrunner
9756,Italy,,89,16.0,Tiefenbrunner 2015 Chardonnay (Alto Adige),Chardonnay,Tiefenbrunner
9757,Italy,Turmhof,89,20.0,Tiefenbrunner 2015 Turmhof Lagrein (Alto Adige),Lagrein,Tiefenbrunner
9758,South Africa,,89,17.0,Tokara 2015 Sauvignon Blanc (Western Cape),Sauvignon Blanc,Tokara
9759,Italy,,89,,Zardetto 2015  Valdobbiadene Superiore di Cartizze,Glera,Zardetto
9760,Germany,Trittenheimer Apotheke Spätlese,89,16.0,Bollig-Lehnert 2015 Trittenheimer Apotheke Spätlese Riesling (Mosel),Riesling,Bollig-Lehnert
9761,France,Domiane Grand Veneur Blanc de,89,25.0,Alain Jaume et Fils 2015 Domiane Grand Veneur Blanc de Viognier (Côtes du Rhône),Viognier,Alain Jaume et Fils
9762,Hungary,,89,25.0,Kikelet 2015 Furmint (Tokaj),Furmint,Kikelet
9763,US,Estate Grown,89,15.0,LangeTwins 2013 Estate Grown Cabernet Sauvignon (Lodi),Cabernet Sauvignon,LangeTwins
9764,France,Le Château,92,,Corton André 2005 Le Château  (Aloxe-Corton),Pinot Noir,Corton André
9765,Argentina,Catena Adrianna Vineyard,92,110.0,Bodega Catena Zapata 2004 Catena Adrianna Vineyard Malbec (Uco Valley),Malbec,Bodega Catena Zapata
9766,Argentina,Catena Nicasia Vineyard,92,110.0,Bodega Catena Zapata 2004 Catena Nicasia Vineyard Malbec (Uco Valley),Malbec,Bodega Catena Zapata
9767,France,,92,,Bouchard Aîné & Fils 2005  Echézeaux,Pinot Noir,Bouchard Aîné & Fils
9768,US,,92,40.0,Adastra 2004 Merlot (Carneros),Merlot,Adastra
9769,France,,92,,Domaine François Lamarche 2005  La Grande Rue,Pinot Noir,Domaine François Lamarche
9770,Germany,Erdener Treppchen Spätlese**,92,28.0,Schmitges 2006 Erdener Treppchen Spätlese** Riesling (Mosel-Saar-Ruwer),Riesling,Schmitges
9771,US,,92,40.0,Joseph Family 2005 Cabernet Sauvignon (Alexander Valley),Cabernet Sauvignon,Joseph Family
9772,Spain,Embruix,92,34.0,Vall Llach 2005 Embruix Red (Priorat),Red Blend,Vall Llach
9773,France,,92,93.0,Bouchard Aîné & Fils 2005  Clos de la Roche,Pinot Noir,Bouchard Aîné & Fils
9774,France,,92,55.0,Bouchard Père & Fils 2005  Gevrey-Chambertin,Pinot Noir,Bouchard Père & Fils
9775,Austria,Beerenauslese,92,99.0,Bründlmayer 2006 Beerenauslese Gelber Muskateller (Kamptal),Gelber Muskateller,Bründlmayer
9776,France,Clos de Vougeot,92,,Domaine François Lamarche 2005 Clos de Vougeot  (Clos de Vougeot),Pinot Noir,Domaine François Lamarche
9777,Germany,Piesporter Goldtröpfchen Spätlese,92,28.0,Kurt Hain 2006 Piesporter Goldtröpfchen Spätlese Riesling (Mosel-Saar-Ruwer),Riesling,Kurt Hain
9778,Argentina,Gran,92,22.0,Flechas de los Andes 2006 Gran Malbec (Uco Valley),Malbec,Flechas de los Andes
9779,Argentina,Catena Alta,92,35.0,Bodega Catena Zapata 2005 Catena Alta Chardonnay (Mendoza),Chardonnay,Bodega Catena Zapata
9780,France,Beaune du Château Premier Cru,92,42.0,Bouchard Père & Fils 2005 Beaune du Château Premier Cru  (Beaune),Chardonnay,Bouchard Père & Fils
9781,France,Les Lavières Premier Cru,92,43.0,Bouchard Père & Fils 2005 Les Lavières Premier Cru  (Savigny-lès-Beaune),Pinot Noir,Bouchard Père & Fils
9782,France,Les Cras Premier Cru,92,94.0,Domaine de la Vougeraie 2005 Les Cras Premier Cru  (Vougeot),Pinot Noir,Domaine de la Vougeraie
9783,Germany,Bernkasteler Graben Spätlese,92,29.0,Dr. H. Thanisch (Erben Müller-Burggraef) 2006 Bernkasteler Graben Spätlese Riesling (Mosel-Saar-Ruwer),Riesling,Dr. H. Thanisch (Erben Müller-Burggraef)
9784,US,Somers Ranch,92,34.0,Dry Creek Vineyard 2005 Somers Ranch Zinfandel (Dry Creek Valley),Zinfandel,Dry Creek Vineyard
9785,US,Spofford Station Estate,92,36.0,JLC 2004 Spofford Station Estate Merlot (Walla Walla Valley (WA)),Merlot,JLC
9786,US,Rosa Mystica,92,42.0,Owen Roe 2006 Rosa Mystica Cabernet Franc (Columbia Valley (WA)),Cabernet Franc,Owen Roe
9787,US,Artist Series #14,92,44.0,Woodward Canyon 2005 Artist Series #14 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Woodward Canyon
9788,US,,92,30.0,Forgeron 2003 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Forgeron
9789,Austria,Ruster Ausbruch,92,37.0,Gunter Triebaumer 2005 Ruster Ausbruch Welschriesling (Burgenland),Welschriesling,Gunter Triebaumer
9790,Argentina,Finca Altamira,92,112.0,Achaval-Ferrer 2006 Finca Altamira Malbec (La Consulta),Malbec,Achaval-Ferrer
9791,Austria,Gaisberg Riesling,92,46.0,Hirsch 2004 Gaisberg Riesling Riesling (Kamptal),Riesling,Hirsch
9792,Germany,Abtsberg Kabinett,93,38.0,Maximin Grünhäuser 2014 Abtsberg Kabinett Riesling (Mosel),Riesling,Maximin Grünhäuser
9793,Germany,Herrenberg Kabinett,93,34.0,Maximin Grünhäuser 2014 Herrenberg Kabinett Riesling (Mosel),Riesling,Maximin Grünhäuser
9794,US,,93,80.0,Mueller Family Vineyards 2010 Cabernet Sauvignon (Diamond Mountain District),Cabernet Sauvignon,Mueller Family Vineyards
9795,US,Reserve,93,100.0,Herencia 2013 Reserve Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Herencia
9796,US,Diversité,93,50.0,Le Cadeau 2014 Diversité Pinot Noir (Willamette Valley),Pinot Noir,Le Cadeau
9797,US,Sweetwater,93,60.0,Levendi 2012 Sweetwater Cabernet Sauvignon (Atlas Peak),Cabernet Sauvignon,Levendi
9798,US,Rancho La Vina Vineyard,93,50.0,Loring Wine Company 2014 Rancho La Vina Vineyard Pinot Noir (Sta. Rita Hills),Pinot Noir,Loring Wine Company
9799,Portugal,Herdade do Peso Reserva,93,30.0,Sogrape 2013 Herdade do Peso Reserva Red (Alentejo),Portuguese Red,Sogrape
9800,Portugal,Branco Especial,93,65.0,Sogrape NV Branco Especial White (Dão),Portuguese White,Sogrape
9801,US,Dragon's Kiss,93,35.0,Spicy Vines 2013 Dragon's Kiss Syrah (Dry Creek Valley),Syrah,Spicy Vines
9802,US,Equinox Vineyard Spoiled Rotten,93,60.0,Territorial 2013 Equinox Vineyard Spoiled Rotten Chardonnay (Willamette Valley),Chardonnay,Territorial
9803,France,Le Barou,93,39.0,Domaine Coustarret 2012 Le Barou  (Jurançon),Gros and Petit Manseng,Domaine Coustarret
9804,US,Tinaquaic Vineyard,93,48.0,Foxen 2013 Tinaquaic Vineyard Syrah (Santa Maria Valley),Syrah,Foxen
9805,US,Coast Grade Vineyard,93,48.0,Big Basin 2013 Coast Grade Vineyard Pinot Noir (Santa Cruz Mountains),Pinot Noir,Big Basin
9806,US,Estate,93,56.0,Boekenoogen 2013 Estate Pinot Noir (Santa Lucia Highlands),Pinot Noir,Boekenoogen
9807,Portugal,Antónia Adelaide Ferreira,93,95.0,Casa Ferreirinha 2012 Antónia Adelaide Ferreira White (Douro),Portuguese White,Casa Ferreirinha
9808,Australia,1919,93,100.0,Casella 2007 1919 Shiraz (Wrattonbully),Shiraz,Casella
9809,France,Paragon Terroir de Massaut,93,90.0,Château Lagrézette 2013 Paragon Terroir de Massaut Malbec (Cahors),Malbec,Château Lagrézette
9810,US,Estate,93,46.0,Alta Colina 2012 Estate G-S-M (Paso Robles),G-S-M,Alta Colina
9811,Germany,Brauneberger Kabinett,93,32.0,Fritz Haag 2014 Brauneberger Kabinett Riesling (Mosel),Riesling,Fritz Haag
9812,Greece,,93,16.0,Dionysos 2014 Moschofilero (Mantinia),Moschofilero,Dionysos
9813,France,La Lande Cavagnac,93,40.0,Domaine de Cause 2013 La Lande Cavagnac Malbec (Cahors),Malbec,Domaine de Cause
9814,US,Bacigalupi Vineyard,93,60.0,Gary Farrell 2013 Bacigalupi Vineyard Pinot Noir (Russian River Valley),Pinot Noir,Gary Farrell
